VAR1,SNP_Names,Position__cM_,Mean_LOD,Mean_P_Value,Variance_LOD,Variance_P_Value,Joint_LOD,Joint_P_Value,A_Mean_Est,A_Mean_Lower_Bound,A_Mean_Upper_Bound,A_Standard_Deviation_Est,A_Standard_Deviation_Lower_Boun,A_Standard_Deviation_Upper_Boun,B_Mean_Est,B_Mean_Lower_Bound,B_Mean_Upper_Bound,B_Standard_Deviation_Est,B_Standard_Deviation_Lower_Boun,B_Standard_Deviation_Upper_Boun,Joint_P_Value_S3,Joint_P_Value_T3,,jQTL_ID,Joint_P_Value_S5,Joint_P_Value_T5,Joint_P_Value_S7,Joint_P_Value_T7,Joint_P_Value_S9,Joint_P_Value_T9
1441,IDP1671,3181.68,1.522510586,0.467079737,2.876634304,0.237326808,4.159826017,0.384807659,59.97174254,59.45131295,60.49217214,8.405167828,7.63710377,9.250476142,62.01571709,61.43712169,62.5943125,8.36210248,7.512043058,9.308354244,0.292281897,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1442,IDP1421,3182.89,1.205904868,0.547193696,2.992853008,0.223928941,3.834316677,0.42889276,60.13968254,59.6231127,60.65625238,11.52558633,10.60237514,12.52918695,61.78294574,61.1978774,62.36801407,11.80063747,10.76068397,12.94109604,0.292281897,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1443,bnlg1189,3188.07,2.506222794,0.285614752,1.134732058,0.56701698,2.963752693,0.563909511,60.64646465,60.11553289,61.17739641,11.4100725,10.46697823,12.43814133,61.50909091,60.92187939,62.09630243,11.51464019,10.4762834,12.6559137,0.292281897,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1444,bnl5.24b,3190.27,4.671477006,0.096739014,4.854645438,0.088272848,6.514259583,0.163894129,60.21777004,59.6623701,60.77316997,12.54080146,11.51420463,13.65892881,61.58119658,61.0471547,62.11523846,12.18170605,11.19353196,13.25711695,0.509002144,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1445,asg33,3197.57,4.367470568,0.112620076,4.474053672,0.106775494,5.961622715,0.202032703,61.68128655,61.18825214,62.17432096,10.71250334,9.86496768,11.6328539,60.06950673,59.44087189,60.69814156,11.00620562,9.938223306,12.18895554,0.402876038,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1446,gpm108a,3199.89,0.53249641,0.766248917,3.468924294,0.176495103,3.821114148,0.430756387,63.02753873,62.50353305,63.5515444,5.747684357,5.096322919,6.482296351,61.98203593,61.32660957,62.63746229,5.54124972,4.728389334,6.493849445,0.33511588,0.301662704,FALSE,,0.415557162,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1447,umc1775,3203.27,4.075866436,0.13029773,4.514512471,0.104637191,5.699827747,0.222714834,61.06601124,60.58425465,61.54776782,7.975333993,7.273218053,8.745228293,60.64502165,60.02964991,61.26039338,8.162569282,7.280184759,9.151901977,0.33511588,0.301662704,FALSE,,0.363391111,0.431199908,0.298942898,0.528028785,0.299340197,0.606266031
1448,IDP1980,3206.13,4.720269452,0.094407503,4.747214391,0.093144131,6.617489812,0.157536477,61.57588076,61.10065737,62.05110415,11.62839989,10.76950231,12.55579694,59.62009804,58.95421159,60.28598449,12.09490224,10.90896733,13.40976241,0.33511588,0.301662704,FALSE,,0.329131668,0.431199908,0.332895098,0.53670877,0.299340197,0.606266031
1449,umc1667,3209.47,4.519332369,0.104385324,3.902788089,0.142075873,6.427841642,0.169394105,61.57183908,61.07792066,62.0657575,11.48221037,10.60246873,12.43494873,59.77358491,59.17697429,60.37019552,11.48196703,10.42795669,12.64251193,0.325198758,0.301662704,FALSE,,0.301130587,0.431199908,0.332895098,0.53670877,0.299340197,0.606266031
1450,AY109534,3212.17,2.829500141,0.242986335,0.270778334,0.873375956,3.182912413,0.527695299,62.81386861,62.2810636,63.34667362,9.575372016,8.704155116,10.53379082,59.73732719,59.12458826,60.35006612,9.776132398,8.782411892,10.88229131,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.313865324,0.53670877,0.363568067,0.622646398
1451,umc1808,3212.97,7.217444932,0.027086429,4.677574401,0.096444535,9.182614779,0.056693583,62.10310735,61.62651107,62.57970362,10.19438506,9.389885007,11.06781252,58.67307692,58.06329157,59.28286227,10.56882106,9.552471786,11.6933063,0.296691281,0.301662704,FALSE,,0.301130587,0.431199908,0.313865324,0.53670877,0.321273006,0.622646398
1452,mmp3,3215.97,5.553919048,0.062227421,2.122406393,0.346039207,6.722947376,0.151273823,61.41071429,60.88322824,61.93820033,10.97993151,10.07048593,11.97150732,59.27799228,58.46426789,60.09171667,10.98289815,9.611885824,12.54946781,0.296691281,0.301662704,FALSE,,0.301130587,0.431199908,0.332895098,0.53670877,0.312747944,0.622646398
1453,gpm874a,3216.75,6.812471863,0.033165804,4.748759608,0.093072194,8.913965674,0.063286275,62.66171617,62.14657872,63.17685362,9.644647274,8.805539435,10.56371636,60.76082005,60.15652429,61.36511581,9.631224654,8.654399316,10.71830464,0.296691281,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1454,asg27a,3218.17,6.992294038,0.030313958,4.943508593,0.084436602,9.23036637,0.055592389,61.90232558,61.40446933,62.40018184,9.832180104,9.009467001,10.7300205,59.12205568,58.50292532,59.74118603,10.34617895,9.336396839,11.4651745,0.296691281,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1455,umc1476,3222.17,3.535348846,0.170729572,2.783564769,0.248631752,4.869941042,0.300904549,62.05205047,61.54683491,62.55726604,9.876417562,9.042817533,10.78686189,59.77509294,59.20471084,60.34547504,10.23163124,9.297638544,11.25944801,0.296720159,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1456,bnlg1444,3222.57,5.550766963,0.062325571,4.572709318,0.101636286,7.290941624,0.121289129,61.80923077,61.30803453,62.31042701,11.3369704,10.44145444,12.30929069,59.77509294,59.2047174,60.34546848,11.71873403,10.70534533,12.82805207,0.296720159,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1457,gol1,3223.37,5.692584103,0.058059203,4.875851855,0.087341817,7.782359865,0.09988394,61.62178517,61.12961094,62.11395941,11.98752378,11.07187914,12.97889225,59.47,58.86712995,60.07287005,12.75386724,11.64032289,13.97393622,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1458,gpm433,3224.37,1.323938193,0.515834606,1.060206628,0.588544162,2.290889911,0.682428182,61.74674116,61.20028134,62.29320097,8.694327527,7.856960744,9.620937867,63.04326923,62.42660263,63.65993583,8.644171505,7.704657532,9.69825079,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1459,bnl7.65,3224.87,2.289191744,0.318352547,1.224712863,0.542072007,3.28479472,0.511345003,61.22535211,60.64884127,61.80186296,11.23538298,10.2206227,12.35089431,58.71092077,58.09913284,59.3227087,11.54037605,10.46669386,12.72419746,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1460,bnl10.05,3226.17,8.639223758,0.013305047,7.335188918,0.025537828,11.62404946,0.020377268,61.41414141,60.89178119,61.93650164,11.91956988,10.95691212,12.96680529,59.59006211,58.98285926,60.19726496,12.47908224,11.36645298,13.70062357,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.192443625
1461,bnlg2244,3227.17,6.341685294,0.041968219,4.940972373,0.084543745,8.541015827,0.07365368,61.96141975,61.46611096,62.45672854,9.742710688,8.927017465,10.63293669,59.52941177,58.94444486,60.11437867,10.31041502,9.357684692,11.36014532,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.192443625
1462,umc1899,3230.67,6.89424747,0.031837077,5.048456371,0.080120127,9.269263932,0.054710473,62.34101383,61.85093901,62.83108864,11.35449525,10.46612128,12.31827522,58.6500956,58.07114289,59.22904831,11.99688605,10.95452286,13.13843394,0.292281897,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.134611491,0.299340197,0.070054135
1463,gpm466a,3233.68,6.504492012,0.038687219,5.001311938,0.082031171,8.762080793,0.067329375,62.68110919,62.14835591,63.21386246,9.486317224,8.632603384,10.42445836,61.1768559,60.58433974,61.76937205,9.409850817,8.464729638,10.46049859,0.292281897,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.134611491,0.299340197,0.020291602
1464,umc158,3233.97,6.562677604,0.037577914,4.969240352,0.08335721,8.804815368,0.066167693,62.60136286,62.09079225,63.11193348,11.57736285,10.63660753,12.60132333,58.46855984,57.89551486,59.04160482,11.89951056,10.84842387,13.05243538,0.292281897,0.301662704,FALSE,,0.298514636,0.083078263,0.298942898,0.04301976,0.299340197,0.005676377
1465,gpm805a,3234.08,6.557124648,0.037682393,4.970412398,0.083308375,8.799032659,0.066323768,62.55872483,62.03519579,63.08225387,9.381053579,8.546204139,10.2974566,60.88863109,60.26801728,61.50924491,9.447667581,8.466902559,10.54203968,0.292281897,0.301662704,FALSE,,0.298514636,0.083078263,0.298942898,0.010661681,0.299340197,0.00117563
1466,bnlg2162,3235.77,6.589053917,0.037085584,4.41113853,0.110187781,8.161237898,0.085847239,62.07964602,61.58296939,62.57632264,9.172146539,8.393716095,10.02276837,59.08008214,58.48541492,59.67474935,9.289031079,8.366118478,10.31375525,0.290375653,0.198656918,FALSE,,0.298514636,0.105588817,0.298942898,0.002532268,0.299340197,0.00117563
1467,mmp70,3236.07,6.580323441,0.037247825,4.407451257,0.110391115,8.1497884,0.086242816,61.7446198,61.2453652,62.2438744,11.89574587,10.99359844,12.87192456,59.67209776,59.09898328,60.24521225,11.4781768,10.44873248,12.60904545,0.290375653,0.198656918,FALSE,,0.298514636,0.02508907,0.298942898,0.000432081,0.299340197,0.00117563
1468,IDP1991,3238.96,7.098757363,0.028742492,4.490655341,0.105892837,8.770252723,0.067105747,62.6453125,62.14128069,63.14934431,11.43118658,10.52518428,12.41517708,58.64624506,58.05589009,59.23660003,11.88448642,10.8305101,13.04103096,0.290375653,0.053803154,FALSE,,0.298514636,0.00560607,0.298942898,0.002538079,0.299340197,0.00117563
1469,IDP100,3240.77,9.995948902,0.006751609,10.72915907,0.004679427,15.30934025,0.004100809,61.53608247,60.98907715,62.0830878,11.47277692,10.51026994,12.52342815,58.81384248,58.17727001,59.45041496,11.33617729,10.22390062,12.56946055,0.290375653,0.009300224,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.00117563
1470,gpm39,3245.32,4.653294491,0.097622503,0.647397802,0.723468045,5.178669964,0.269451185,62.82847341,62.2941878,63.36275903,8.999671065,8.172865814,9.910119794,60.75,60.14078464,61.35921536,8.714143004,7.774615318,9.767208432,0.290375653,0.001522991,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.005694754
1471,AY112127,3247.77,8.533210058,0.014029332,4.414375221,0.110009604,10.15167088,0.037948855,62.9198036,62.39725806,63.44234914,8.283646284,7.511270511,9.135444618,58.91119005,58.37258222,59.44979789,8.211153503,7.415168385,9.092584059,0.290375653,0.000170339,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.005694754
1472,IDP188,3248.52,9.348277501,0.00933356,4.441937373,0.108503952,10.99662628,0.026601956,62.81881533,62.27732698,63.36030368,10.09169738,9.199936589,11.06989761,58.81071429,58.25850227,59.3629263,10.15806122,9.249799068,11.15550802,0.290375653,0.000170339,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.005694754
1473,ufg23,3259.97,8.65439288,0.013204515,4.624447746,0.099040752,10.42539332,0.033840343,62.26257862,61.7528473,62.77230994,10.89487407,10.00939455,11.85868739,60.03463204,59.43435217,60.6349119,10.93260532,9.897590393,12.07585427,0.290375653,0.003745385,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.005694754
1474,IDP276,3266.07,9.578094009,0.008320383,4.956263116,0.083899841,11.5553383,0.020983143,62.94055944,62.39606089,63.48505799,8.807953133,7.98077284,9.720867885,58.70106762,58.15353133,59.2486039,8.78367523,7.951825737,9.702545441,0.290375653,0.003745385,TRUE,,0.298514636,0.000849895,0.298942898,0.002538079,0.299340197,0.005694754
1475,AY110631,3270.07,4.011705078,0.134545542,0.602337978,0.739952718,4.475522288,0.345459779,62.18241042,61.66016365,62.7046572,12.48352849,11.50262124,13.54808441,59.3745098,58.79032304,59.95869657,12.72328891,11.63062672,13.91860341,0.290375653,0.020763575,TRUE,,0.298514636,0.011990864,0.298942898,0.002538079,0.299340197,0.005694754
1476,umc2285,3274.97,3.604377114,0.164937518,0.219679393,0.895977752,3.839448662,0.428169931,62.68451243,62.12050414,63.24852072,12.05573451,11.02037101,13.18837038,59.81205674,59.26862086,60.35549261,12.06253661,11.06331778,13.15200307,0.296691281,0.119085692,FALSE,,0.298514636,0.011990864,0.298942898,0.002538079,0.299340197,0.005694754
1477,npi270,3276.67,3.219060681,0.199981515,0.188260335,0.910164281,3.405053948,0.492461141,62.09578544,61.52254952,62.66902136,12.10656203,11.06164205,13.25018868,59.85361217,59.29511533,60.41210901,11.84833753,10.82942818,12.9631131,0.296691281,0.301662704,FALSE,,0.298514636,0.049544592,0.298942898,0.025651616,0.299340197,0.005694754
1478,ssu1,3282.17,4.383806251,0.11170396,4.42706798,0.109313652,5.921676724,0.205074356,61.42077465,60.87799667,61.96355263,10.7065558,9.779357694,11.72166319,59.92109777,59.38704977,60.45514577,10.67504291,9.762016916,11.67346278,0.391946901,0.301662704,FALSE,,0.298514636,0.205373111,0.298942898,0.025651616,0.299340197,0.005694754
1479,gpm867,3282.86,4.237641893,0.120173236,4.445223217,0.108325834,5.786636355,0.215659095,61.95621716,61.41302967,62.49940465,5.780237401,5.115124322,6.531834284,61.99571735,61.4263165,62.56511819,5.572718099,4.86813955,6.379272142,0.328539071,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.085632908,0.299340197,0.044306602
1480,gpm307c,3284.17,4.443328178,0.108428524,4.431542393,0.109069368,5.98711448,0.200112641,61.92321429,61.3751106,62.47131797,8.593613264,7.770751387,9.503609786,61.89613035,61.33931357,62.45294713,8.240465545,7.400625379,9.175612725,0.328539071,0.301662704,FALSE,,0.402595332,0.431199908,0.300768602,0.287312494,0.299340197,0.012027921
1481,npi444,3284.18,4.443562357,0.108415829,4.431683563,0.10906167,5.987454145,0.200087167,62.05106383,61.43443384,62.66769382,7.112612635,6.296510755,8.034490921,59.00666667,58.39003959,59.62329375,6.996485353,6.177137997,7.924512503,0.328539071,0.301662704,FALSE,,0.354112931,0.431199908,0.332427255,0.53670877,0.299340197,0.039233317
1482,umc15a,3285.88,4.608494886,0.099833903,4.41333187,0.110067008,6.149076466,0.188288332,61.76491863,61.2172588,62.31257845,9.86678841,8.973386176,10.84913896,59.9765625,59.40444403,60.54868097,9.912649863,8.981558459,10.94026474,0.328539071,0.301662704,FALSE,,0.323850267,0.431199908,0.337898994,0.53670877,0.299340197,0.129303959
1483,gpm772a,3287.8,3.669917847,0.159620058,3.536522761,0.170629391,4.752201891,0.313680769,61.70840198,61.18031369,62.23649027,10.38298281,9.499108904,11.34909948,62.14383562,61.56950399,62.71816724,9.659044178,8.698558108,10.72558616,0.315872908,0.301662704,FALSE,,0.306455484,0.431199908,0.320955367,0.53670877,0.303723875,0.339771753
1484,gpm484b,3290.11,3.529836347,0.171200795,3.575646001,0.167324038,4.631234037,0.327268847,61.51472868,61.00555384,62.02390352,10.75516286,9.880449848,11.70731393,62.49160672,61.89252894,63.09068449,10.21522377,9.192423803,11.35182613,0.315872908,0.301662704,FALSE,,0.306455484,0.431199908,0.308711718,0.53670877,0.317575032,0.622646398
1485,umc2187a,3291.78,4.65879769,0.097354255,4.428067468,0.109259037,6.217972782,0.183450572,61.04503106,60.5242067,61.56585541,7.233877228,6.527312989,8.016925164,60.02995392,59.40185318,60.65805466,7.178403564,6.333649373,8.135827339,0.307896472,0.301662704,FALSE,,0.301991663,0.431199908,0.298942898,0.53670877,0.303863694,0.622646398
1486,umc1842,3294.88,5.677797475,0.058490043,4.444460182,0.108367171,7.267634408,0.122403021,61.85031847,61.33173797,62.36889897,12.17705101,11.21996344,13.21578025,59.80260708,59.24254565,60.36266851,12.16139183,11.13110331,13.28704326,0.296691281,0.301662704,FALSE,,0.299963867,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1487,AY109980,3295.48,5.674776155,0.058578469,4.4397285,0.108623854,7.261948607,0.122676187,62.14768683,61.58948954,62.70588412,11.71471809,10.72240273,12.79886827,58.90625,58.32323833,59.48926167,11.68022273,10.64579678,12.8151613,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1488,umc1132,3295.58,5.859047613,0.053422472,4.57276092,0.101633664,7.523259335,0.110688017,62.07020281,61.5527828,62.58762282,11.26962245,10.36293302,12.25564132,59.39961014,58.83121625,59.96800402,11.08626688,10.09408615,12.17597229,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1489,mbd121,3295.8,7.686157397,0.021427531,7.383561361,0.024927575,10.95379617,0.027088219,61.9924812,61.49132051,62.4936419,8.340693616,7.595907841,9.158506322,59.72371134,59.13918801,60.30823467,8.31342679,7.450973292,9.275709668,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1490,AY105971,3296.38,6.289387737,0.04308011,4.931166099,0.084959292,8.219421112,0.083863249,61.71898356,61.2217423,62.21622482,12.6468686,11.70012554,13.67021959,59.47835052,58.87165644,60.08504459,13.13530205,11.98813929,14.3922385,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1491,AY110989,3296.98,5.864688338,0.053272013,4.587969861,0.100863725,7.638720481,0.105745602,61.60363086,61.10317231,62.10408942,12.52563745,11.57892992,13.54974897,59.2887931,58.66099706,59.91658915,13.15796509,11.97984166,14.45194772,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1492,IDP867,3298.6,6.807551843,0.033247493,4.491544121,0.10584579,8.503943784,0.074767776,62.31469649,61.79803861,62.83135436,11.16361756,10.25632334,12.15117277,59.15192308,58.57382586,59.7300203,11.37188052,10.36193403,12.48026345,0.295239371,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1493,IDP307,3298.82,6.824448969,0.032967782,4.504965819,0.105137852,8.530701575,0.07396206,62.41910632,61.91151055,62.92670208,12.67482978,11.71090014,13.71810092,58.38779956,57.77488302,59.00071611,12.86944008,11.71418507,14.13862654,0.295239371,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1494,rz596b,3299.08,6.639539783,0.036161152,4.475066026,0.10672146,8.295066361,0.081348281,62.83935018,62.29332576,63.3853746,10.13248495,9.226547233,11.12737503,58.82803738,58.26320526,59.3928695,10.28451562,9.349558173,11.31296898,0.295239371,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1495,IDP324,3309.75,7.218993823,0.02706546,4.515601332,0.104580239,8.908015772,0.063440225,61.79262673,61.286253,62.29900046,12.55965475,11.6028953,13.59530733,59.55486542,58.94511342,60.16461743,13.02185589,11.87743711,14.2765421,0.290375653,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1496,mmp178,3311.08,7.340210488,0.025473789,4.180598002,0.123650159,8.850265991,0.06495305,62.11178248,61.59732867,62.62623628,10.11614796,9.275718097,11.03272529,59.04803493,58.45024082,59.64582905,9.812035395,8.840422938,10.89043355,0.295239371,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1497,umc2286,3313.78,7.418904801,0.024490931,4.262924264,0.118663665,8.940017291,0.062616375,61.93108729,61.42210147,62.44007311,10.89975866,10.02133095,11.85518565,60.14357683,59.48300348,60.80415018,11.02091557,9.895025749,12.27491299,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1498,umc2188,3314.18,7.331489315,0.025585112,4.173572541,0.124085272,8.797742436,0.066358639,61.97594502,61.43020195,62.52168808,10.37243982,9.467197497,11.36424035,59.42588235,58.79761835,60.05414635,10.21935397,9.183604453,11.37191786,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1499,umc52a,3319.08,1.97211406,0.373044699,0.676228246,0.713113901,2.630742575,0.621386983,61.19391026,60.68131964,61.70650087,10.84705298,9.957131718,11.81651119,60.22374429,59.59847638,60.8490122,11.06983228,9.994621017,12.2607137,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1500,AY110170,3321.58,2.56776859,0.276959416,1.391473321,0.498706935,3.633051226,0.457937971,61.70032573,61.17860814,62.22204333,12.63801646,11.65000503,13.70981897,60.49113924,59.80354255,61.17873593,13.35326178,12.06453589,14.77964853,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1501,IDP2357,3323.45,6.066564083,0.048157324,4.731511658,0.093878318,8.024648574,0.090679447,62.41246291,61.91581154,62.90911427,12.2194883,11.29509535,13.21953375,58.69067797,58.08430962,59.29704632,12.47918283,11.35957447,13.70914064,0.303997541,0.301662704,FALSE,,0.30183454,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1502,IDP113,3328.76,5.597808434,0.060876734,4.757472231,0.092667625,7.54979681,0.109533405,61.5398773,61.03464632,62.04510828,11.80652239,10.88670139,12.80405938,59.89211618,59.27830708,60.50592529,12.31444528,11.20586645,13.53269407,0.317819871,0.301662704,FALSE,,0.325700762,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
1503,IDP4063,3330.71,4.344328794,0.113930759,4.611784466,0.099669832,5.998428635,0.199265655,61.15706052,60.65385318,61.66026785,10.53999657,9.697758291,11.45538221,60.45353982,59.84473393,61.06234572,10.31286838,9.301690739,11.43397014,0.305880819,0.301662704,FALSE,,0.363391111,0.431199908,0.326490939,0.53670877,0.315260092,0.622646398
1504,IDP513,3331.05,4.319566191,0.115350138,4.600902507,0.100213612,5.967306222,0.201603205,60.9028169,60.40566765,61.39996615,9.059592699,8.296678964,9.892659488,60.73349057,60.0997794,61.36720173,8.943902233,7.981586106,10.02224196,0.305880819,0.301662704,FALSE,,0.363391111,0.431199908,0.346021814,0.53670877,0.321144449,0.622646398
1505,gpm816,3333.06,4.840008775,0.088921227,5.508460135,0.063658013,6.950437739,0.13853066,61.88514548,61.37947263,62.39081834,9.951427349,9.121057895,10.85739258,61.47453083,60.81336132,62.13570035,9.845804971,8.773720831,11.04888991,0.33511588,0.301662704,FALSE,,0.329102252,0.431199908,0.346021814,0.53670877,0.33782721,0.622646398
1506,gpm449b,3333.2,4.141012201,0.126121935,4.46526598,0.107245681,5.700967248,0.222620919,62.19945355,61.73755263,62.66135447,9.360934998,8.611545187,10.17553785,60.84302326,60.13746569,61.54858082,9.750884974,8.633406571,11.01300593,0.33511588,0.301662704,FALSE,,0.329102252,0.431199908,0.346021814,0.53670877,0.33782721,0.622646398
1507,gpm609,3333.54,2.260840738,0.322897492,2.410559709,0.299608141,3.001516068,0.557571722,61.60885609,61.0166102,62.20110197,13.42635796,12.31069794,14.64312495,60.51015228,59.86528042,61.15502415,12.47360671,11.26687199,13.80958836,0.33511588,0.301662704,FALSE,,0.329102252,0.431199908,0.346021814,0.53670877,0.33782721,0.622646398
1508,gpm276b,3339.42,1.062716615,0.587806006,1.463111161,0.481159925,1.674994372,0.795254758,61.2948886,60.83306164,61.75671556,9.072237884,8.344924755,9.862940966,62.91373802,62.20717198,63.62030406,8.914054991,7.823698658,10.15636975,0.402876038,0.301662704,FALSE,,0.329102252,0.431199908,0.326490939,0.53670877,0.33782721,0.622646398
1509,IDP1422,3339.88,4.039437944,0.13269275,4.775009953,0.091858588,5.919447557,0.205245284,61.08933333,60.61798574,61.56068092,8.954500302,8.223306326,9.750710052,60.41099476,59.71778462,61.10420491,9.333965374,8.283790186,10.51727623,0.402876038,0.301662704,FALSE,,0.363391111,0.431199908,0.326490939,0.53670877,0.321144449,0.622646398
1510,php10025,3339.89,4.039356105,0.13269818,4.774967338,0.091860545,5.919336024,0.205253839,60.71564626,60.24424902,61.1870435,11.23037432,10.39096566,12.13759254,60.69970846,59.96242347,61.43699345,11.959067,10.67356384,13.39939364,0.374358396,0.301662704,FALSE,,0.363391111,0.431199908,0.326490939,0.53670877,0.312747944,0.622646398
1511,gpm353,3340.12,1.508155108,0.470444374,2.346900195,0.30929799,2.660403782,0.616161005,61.38300654,60.92164529,61.84436778,8.122963118,7.439664895,8.869019069,62.98954704,62.25108177,63.7280123,7.991653053,6.923622272,9.224437154,0.374358396,0.301662704,FALSE,,0.363391111,0.431199908,0.326490939,0.53670877,0.312747944,0.622646398
1512,AY111962,3342.26,4.401527419,0.110718569,5.08356457,0.078725963,6.642931853,0.156004372,61.25529265,60.80767911,61.7029062,10.63440439,9.857960911,11.47200296,59.95967742,59.24137729,60.67797755,11.54471021,10.327791,12.90501849,0.31953273,0.301662704,FALSE,,0.34010434,0.431199908,0.326490939,0.53670877,0.312747944,0.622646398
1513,nfd107,3344.28,5.014852464,0.081477674,4.796866608,0.090860192,7.010185418,0.135350951,61.31835206,60.86646509,61.77023903,11.54076748,10.72177136,12.42232365,59.7254902,59.00519744,60.44578295,12.2504613,10.97153584,13.67846802,0.311104757,0.301662704,FALSE,,0.31559907,0.431199908,0.326490939,0.53670877,0.312747944,0.622646398
1514,gpm611,3345.71,1.286177823,0.525666177,0.673105732,0.714228124,1.990693763,0.737470663,62.5,62.03639227,62.96360773,10.08070709,9.304180595,10.92204245,61.53448276,60.69598515,62.37298037,10.11047819,8.750077766,11.68238407,0.296720159,0.301662704,FALSE,,0.302217224,0.431199908,0.313865324,0.53670877,0.313367826,0.622646398
1515,IDP210,3348.31,4.866342124,0.087758105,4.826782813,0.08951121,6.86509703,0.143191296,61.52811736,61.07676662,61.9794681,10.13791208,9.384743195,10.95152625,59.05696203,58.28771304,59.82621101,10.68101373,9.433476727,12.09353217,0.296720159,0.301662704,FALSE,,0.302217224,0.431199908,0.302692258,0.53670877,0.313367826,0.622646398
1516,IDP1621,3349.81,5.316005346,0.070088071,4.666446365,0.09698265,7.13536049,0.12890562,61.79500657,61.32147299,62.26854016,9.835737714,9.066178709,10.67061873,59.07012987,58.40254995,59.7377098,9.859760322,8.792674748,11.0563482,0.297005762,0.301662704,FALSE,,0.301991663,0.431199908,0.299507498,0.53670877,0.311887281,0.622646398
1517,umc1854,3355.79,8.369711064,0.015224405,3.366509207,0.185768389,8.658003632,0.070239962,61.13127413,60.66813477,61.5944135,9.216062526,8.485333814,10.00971916,59.153125,58.40892285,59.89732715,9.465314863,8.322058182,10.76562835,0.297005762,0.301662704,FALSE,,0.300520634,0.431199908,0.299507498,0.53670877,0.303723875,0.622646398
